ID,GrossMonthlyIncome,CreditCardPayment,CarPayment,StudentLoanPayments,AppraisedValue,DownPayment,LoanAmount,MonthlyMortgagePayment,CreditScore,LTV,MonthlyDebt,DTI,FEDTI,Approved
38,8158.0,339.0,368.0,309.0,243152.0,46198.88,196953.12,1057.29,707,0.8099999999999999,1764.29,0.21626501593527825,0.12960161804363815,R-LTV
39,6888.0,483.0,479.0,260.0,460899.0,87570.81,373328.19,2238.29,664,0.81,3200.29,0.46461817653890825,0.32495499419279905,N
40,5898.0,420.0,383.0,229.0,237732.0,54678.36,183053.64,1217.86,636,0.77,2020.86,0.3426347914547304,0.20648694472702608,N
41,6836.0,438.0,451.0,250.0,349490.0,97857.2,251632.8,1846.39,522,0.72,2735.3900000000003,0.4001448215330603,0.2700980105324751,N
42,2004.0,338.0,447.0,297.0,286237.0,71559.25,214677.75,1575.23,586,0.75,2360.23,1.1777594810379242,0.7860429141716567,N
43,9018.0,433.0,455.0,253.0,307261.0,15363.05,291897.95,1566.97,710,0.9500000000000001,2454.9700000000003,0.27222998447549346,0.17376025726325128,N
44,2096.0,279.0,386.0,380.0,465616.0,116404.0,349212.0,1667.19,795,0.75,2332.19,1.1126860687022901,0.7954150763358779,N
45,9876.0,496.0,388.0,325.0,322165.0,38659.8,283505.2,1699.76,678,0.88,2583.76,0.2616200891049008,0.17211016605913326,R-LTV
46,4922.0,334.0,433.0,351.0,269467.0,48504.06,220962.94,1621.35,556,0.8200000000000001,2388.35,0.48523973994311254,0.32940877691995124,N
47,4310.0,431.0,466.0,362.0,438470.0,65770.5,372699.5,2000.73,732,0.85,2897.73,0.6723271461716938,0.46420649651972157,N
48,4701.0,420.0,434.0,210.0,341408.0,30726.72,310681.28,1483.24,766,0.91,2337.24,0.4971793235481812,0.31551584769198043,N
49,7641.0,340.0,469.0,286.0,291836.0,26265.24,265570.76,1948.66,541,0.91,2757.66,0.36090302316450723,0.25502682894909046,N
50,3460.0,410.0,465.0,428.0,271147.0,67786.75,203360.25,1091.68,745,0.75,1966.68,0.5684046242774566,0.31551445086705204,N
51,2532.0,308.0,459.0,286.0,451273.0,67690.95,383582.05,2814.59,576,0.85,3581.59,1.4145300157977885,1.1116074249605057,N
52,2746.0,219.0,408.0,242.0,430821.0,86164.2,344656.8,2066.39,659,0.7999999999999999,2693.39,0.9808412235979607,0.7525091041514931,N
53,8811.0,316.0,391.0,363.0,315497.0,44169.58,271327.42,1626.74,674,0.86,2333.74,0.26486664396776755,0.1846260356372716,R-LTV
54,2824.0,361.0,403.0,424.0,396207.0,95089.68,301117.32,1805.35,693,0.76,2569.35,0.9098264872521246,0.6392882436260623,N
55,6239.0,221.0,467.0,293.0,239831.0,64754.37,175076.63,1284.65,586,0.73,1972.65,0.31618047764064755,0.20590639525564997,N
56,9076.0,405.0,379.0,316.0,462570.0,46257.0,416313.0,2769.74,625,0.9,3553.74,0.39155354781842217,0.3051718818862935,N
57,7093.0,366.0,421.0,243.0,294303.0,61803.63,232499.37,1546.82,633,0.79,2333.8199999999997,0.3290314394473424,0.21807697730156492,N
58,5780.0,468.0,459.0,407.0,440180.0,70428.8,369751.2,2713.1,546,0.8400000000000001,3640.1,0.6297750865051903,0.46939446366782006,N
59,7589.0,313.0,402.0,216.0,358911.0,46658.43,312252.57,2291.2,515,0.87,3006.2,0.39612597180129133,0.30191066016602974,N
60,9852.0,230.0,376.0,303.0,429903.0,77382.54,352520.46,2345.33,634,0.8200000000000001,2951.33,0.29956658546488024,0.2380562322371092,N
61,2638.0,418.0,403.0,323.0,298247.0,17894.82,280352.18,1680.85,653,0.94,2501.85,0.9483889310083397,0.6371683093252464,N
62,3138.0,293.0,460.0,232.0,284459.0,17067.54,267391.46,1127.33,842,0.9400000000000001,1880.33,0.59921287444232,0.35925111536010196,N
63,7597.0,301.0,463.0,378.0,422126.0,42212.6,379913.4,1813.76,755,0.9,2577.76,0.3393128866657892,0.23874687376596024,R-LTV
64,7296.0,365.0,478.0,324.0,367543.0,102912.04,264630.96,1760.6,639,0.7200000000000001,2603.6,0.3568530701754386,0.24131030701754386,N
65,9393.0,327.0,351.0,396.0,492711.0,137959.08,354751.92,2360.17,619,0.72,3038.17,0.3234504418183754,0.25126903012881935,N
66,3192.0,305.0,472.0,403.0,258932.0,23303.88,235628.12,1264.9,716,0.91,2041.9,0.6396929824561404,0.39627192982456144,N
67,7969.0,293.0,497.0,235.0,279250.0,80982.5,198267.5,1188.71,654,0.71,1978.71,0.24830091604969257,0.14916677123854938,Y
68,9814.0,288.0,446.0,342.0,367849.0,44141.88,323707.12,1545.43,775,0.88,2279.4300000000003,0.23226309353984106,0.15747197880578764,R-LTV
69,4689.0,243.0,466.0,346.0,250049.0,32506.37,217542.63,1038.58,773,0.87,1747.58,0.3726978033695884,0.22149285561953508,N
70,7562.0,475.0,416.0,277.0,324348.0,64869.6,259478.4,1903.96,539,0.7999999999999999,2794.96,0.36960592435863526,0.25177995239354667,N
71,8139.0,349.0,425.0,438.0,466044.0,69906.6,396137.4,1891.22,796,0.8500000000000001,2665.2200000000003,0.32746283327190073,0.23236515542449931,R-LTV
72,8185.0,404.0,482.0,313.0,296998.0,41579.72,255418.28,1371.14,737,0.86,2257.1400000000003,0.2757654245571167,0.16751863164324987,R-LTV
73,2670.0,395.0,410.0,316.0,430636.0,120578.08,310057.92,2062.82,646,0.72,2867.82,1.0740898876404494,0.7725917602996255,N
74,2477.0,324.0,398.0,358.0,431552.0,25893.12,405658.88,2976.58,584,0.9400000000000001,3698.58,1.4931691562373839,1.2016875252321355,N
75,8620.0,244.0,486.0,214.0,453685.0,36294.8,417390.2,3062.66,549,0.92,3792.66,0.43998375870069606,0.35529698375870067,N
76,8181.0,412.0,360.0,213.0,305392.0,58024.48,247367.52,1483.09,698,0.8099999999999999,2255.09,0.275649676078719,0.18128468402395795,R-LTV
77,3913.0,362.0,426.0,274.0,248170.0,37225.5,210944.5,1132.4,726,0.85,1920.4,0.49077434193713265,0.28939432660362896,N
78,7127.0,278.0,431.0,234.0,491642.0,132743.34,358898.66,2151.78,698,0.73,2860.78,0.40140030868528137,0.30191946120387264,N
79,2138.0,397.0,488.0,233.0,462541.0,87882.79,374658.21,2246.27,649,0.81,3131.27,1.464579045837231,1.0506407857811038,N
80,8136.0,258.0,457.0,396.0,407840.0,77489.6,330350.4,1773.39,709,0.81,2488.3900000000003,0.30584931170108165,0.21796828908554575,R-LTV
81,7944.0,384.0,414.0,353.0,304287.0,69986.01,234300.99,1558.81,645,0.77,2356.81,0.2966779959718026,0.19622482376636455,Y
82,9845.0,247.0,464.0,335.0,356831.0,67797.89,289033.11,1922.94,637,0.8099999999999999,2633.94,0.2675408836973083,0.19532148298628746,N
83,7436.0,244.0,374.0,273.0,302894.0,72694.56,230199.44,1689.12,531,0.76,2307.12,0.31026358257127484,0.227154384077461,N
84,2588.0,300.0,451.0,204.0,272185.0,54437.0,217748.0,1597.76,565,0.8,2348.76,0.9075579598145287,0.617372488408037,N
85,8097.0,387.0,443.0,295.0,258761.0,38814.15,219946.85,1318.69,695,0.85,2148.69,0.2653686550574287,0.16286155366185007,R-LTV
86,7764.0,489.0,451.0,292.0,453895.0,63545.3,390349.7,2095.48,704,0.86,3035.48,0.39096857290056675,0.26989696032972693,N
87,5770.0,408.0,474.0,415.0,273532.0,13676.6,259855.4,1728.82,644,0.95,2610.8199999999997,0.4524818024263431,0.2996221837088388,N
88,3343.0,264.0,374.0,248.0,433090.0,34647.2,398442.8,2650.85,619,0.9199999999999999,3288.85,0.9838019742746036,0.79295542925516,N
89,8256.0,233.0,499.0,400.0,392365.0,102014.9,290350.1,2130.49,502,0.74,2862.49,0.3467163275193798,0.2580535368217054,N
90,5571.0,452.0,431.0,245.0,486339.0,121584.75,364754.25,1958.08,736,0.75,2841.08,0.5099766648716568,0.35147729312511217,N
91,6880.0,488.0,438.0,270.0,429352.0,38641.68,390710.32,2866.89,529,0.91,3792.89,0.5512921511627907,0.4166991279069767,N
92,4963.0,355.0,354.0,256.0,470956.0,47095.6,423860.4,2023.57,778,0.9,2732.5699999999997,0.550588353818255,0.4077312109611122,N
93,9908.0,340.0,408.0,415.0,493646.0,128347.96,365298.04,1743.99,763,0.74,2491.99,0.25151291885345173,0.1760183689947517,Y
94,8921.0,481.0,475.0,443.0,299451.0,59890.2,239560.8,1757.81,503,0.7999999999999999,2713.81,0.3042046855733662,0.19704181145611477,N
95,7028.0,424.0,433.0,348.0,451762.0,76799.54,374962.46,2494.63,621,0.8300000000000001,3351.63,0.4768966989186113,0.354955890722823,N
96,9467.0,481.0,352.0,370.0,299205.0,44880.75,254324.25,1365.27,718,0.85,2198.27,0.2322034435407204,0.14421358402873138,R-LTV
97,3408.0,427.0,417.0,326.0,454991.0,104647.93,350343.07,2330.84,613,0.77,3174.84,0.9315845070422536,0.6839319248826291,N
98,9160.0,228.0,455.0,252.0,299081.0,74770.25,224310.75,1204.15,707,0.75,1887.15,0.2060207423580786,0.13145742358078605,Y
99,5200.0,438.0,480.0,447.0,387588.0,34882.92,352705.08,2588.02,548,0.91,3506.02,0.6742346153846154,0.49769615384615384,N
100,4704.0,467.0,422.0,431.0,453290.0,45329.0,407961.0,2993.47,589,0.9,3882.47,0.8253550170068027,0.6363669217687075,N
101,3566.0,291.0,479.0,353.0,443941.0,53272.92,390668.08,2866.58,523,0.88,3636.58,1.0197924845765562,0.8038642736960179,N
102,8837.0,424.0,433.0,310.0,395914.0,51468.82,344445.18,2527.42,585,0.87,3384.42,0.3829829127531968,0.2860043001018445,N
103,2985.0,420.0,402.0,274.0,484150.0,101671.5,382478.5,2293.15,680,0.79,3115.15,1.043601340033501,0.7682244556113903,N
104,8870.0,268.0,409.0,346.0,348057.0,34805.7,313251.3,1878.1,652,0.8999999999999999,2555.1,0.2880608793686584,0.21173618940248026,R-LTV
105,7171.0,460.0,449.0,261.0,347111.0,34711.1,312399.9,1677.03,730,0.9,2586.0299999999997,0.36062334402454327,0.2338627806442616,N
106,8901.0,410.0,440.0,381.0,366209.0,43945.08,322263.92,2364.66,565,0.88,3214.66,0.3611571733513088,0.2656622851365015,N
107,4289.0,256.0,387.0,348.0,462369.0,134087.01,328281.99,1567.27,781,0.71,2210.27,0.5153345768244346,0.36541618092795525,N
108,9265.0,493.0,471.0,222.0,399977.0,95994.48,303982.52,2230.52,569,0.76,3194.52,0.34479438747976254,0.2407468969239072,N
109,9740.0,354.0,406.0,237.0,385752.0,42432.72,343319.28,1843.01,705,0.8900000000000001,2603.01,0.26724948665297743,0.18922073921971252,R-LTV
110,9018.0,324.0,406.0,276.0,237087.0,68755.23,168331.77,1119.92,607,0.71,1849.92,0.20513639387890886,0.12418718119316922,N
111,5927.0,486.0,383.0,282.0,397229.0,35750.61,361478.39,1524.01,841,0.91,2393.01,0.4037472583094315,0.2571300826725156,N
112,7132.0,413.0,433.0,420.0,275140.0,41271.0,233869.0,986.0,837,0.85,1832.0,0.2568704430734717,0.13825014021312396,R-LTV
113,5986.0,337.0,456.0,410.0,485934.0,68030.76,417903.24,1995.13,781,0.86,2788.13,0.46577514199799536,0.3332993651854327,N
114,2478.0,330.0,442.0,271.0,372498.0,44699.76,327798.24,1382.01,843,0.88,2154.01,0.8692534301856336,0.5577118644067797,N
115,9399.0,251.0,368.0,281.0,363241.0,39956.51,323284.49,1735.46,745,0.89,2354.46,0.2505011171401213,0.18464304713267368,R-LTV
116,3141.0,228.0,385.0,391.0,302726.0,45408.9,257317.1,1228.47,783,0.85,1841.47,0.5862687042343203,0.39110792741165235,N
117,2801.0,415.0,447.0,267.0,484987.0,53348.57,431638.43,2871.7,620,0.89,3733.7,1.3329882184933952,1.0252409853623705,N
118,7145.0,348.0,379.0,359.0,248811.0,64690.86,184120.14,1103.89,682,0.7400000000000001,1830.89,0.2562477256822953,0.15449825052484256,Y
119,5382.0,360.0,462.0,392.0,393000.0,102180.0,290820.0,1226.11,809,0.74,2048.1099999999997,0.3805481233742103,0.22781679672984018,R-DTI
120,9986.0,227.0,386.0,438.0,266420.0,61276.6,205143.4,1505.27,536,0.77,2118.27,0.21212397356298818,0.15073803324654517,N
121,3086.0,230.0,405.0,262.0,458876.0,82597.68,376278.32,2019.94,714,0.8200000000000001,2654.94,0.8603175631885936,0.654549578742709,N
122,5889.0,208.0,402.0,278.0,408502.0,69445.34,339056.66,2487.88,585,0.83,3097.88,0.5260451689590763,0.42246221769400577,N
123,6724.0,439.0,374.0,214.0,382436.0,19121.8,363314.2,2665.87,580,0.9500000000000001,3478.87,0.5173810232004759,0.3964708506841166,N
124,6455.0,381.0,471.0,380.0,349466.0,90861.16,258604.84,1234.62,781,0.74,2086.62,0.32325639039504256,0.19126568551510456,Y
125,5866.0,225.0,396.0,357.0,387925.0,100860.5,287064.5,1909.85,638,0.74,2530.85,0.4314439140811456,0.3255796113194681,N
126,6116.0,311.0,372.0,235.0,384615.0,61538.4,323076.6,2149.44,619,0.84,2832.44,0.46311968606932635,0.35144538914323087,N
127,7274.0,388.0,446.0,298.0,468506.0,51535.66,416970.34,3059.58,553,0.89,3893.58,0.5352735771240033,0.4206186417376959,N
128,8937.0,485.0,371.0,240.0,433729.0,117106.83,316622.17,1334.89,831,0.73,2190.8900000000003,0.2451482600425199,0.14936667785610386,Y
129,7654.0,237.0,473.0,373.0,278267.0,66784.08,211482.92,1135.29,727,0.76,1845.29,0.24108831983276718,0.14832636529918997,Y
130,4237.0,388.0,473.0,333.0,408597.0,98063.28,310533.72,1861.81,671,0.7599999999999999,2722.81,0.6426268586263866,0.4394170403587444,N
131,4478.0,441.0,488.0,362.0,412097.0,61814.55,350282.45,1476.8,832,0.85,2405.8,0.537248771773113,0.32979008485931216,N
132,6391.0,290.0,380.0,355.0,352426.0,91630.76,260795.24,1099.52,807,0.74,1769.52,0.27687685808167734,0.17204193396964482,Y
133,9084.0,465.0,483.0,441.0,451587.0,108380.88,343206.12,1638.52,767,0.76,2586.52,0.2847335975341259,0.1803742844561867,Y
134,7085.0,361.0,391.0,278.0,321686.0,77204.64,244481.36,1030.74,844,0.76,1782.74,0.25162173606210303,0.1454820042342978,Y
135,2429.0,364.0,396.0,363.0,372747.0,37274.7,335472.3,1414.36,847,0.9,2174.3599999999997,0.895166735282009,0.5822807739810621,N
136,4687.0,273.0,368.0,429.0,352606.0,74047.26,278558.74,2043.97,502,0.7899999999999999,2684.9700000000003,0.5728547045018135,0.4360934499679966,N
137,3011.0,402.0,444.0,223.0,251619.0,37742.85,213876.15,1021.08,797,0.85,1867.08,0.6200863500498173,0.3391165725672534,N
138,8012.0,303.0,415.0,296.0,345445.0,20726.7,324718.3,2160.36,640,0.94,2878.36,0.3592561158262606,0.26964053919121317,R-LTV
139,3482.0,419.0,494.0,351.0,315903.0,69498.66,246404.34,1808.03,582,0.78,2721.0299999999997,0.7814560597357839,0.519250430786904,N
140,2440.0,282.0,387.0,228.0,306749.0,70552.27,236196.73,1267.96,745,0.77,1936.96,0.7938360655737705,0.519655737704918,N
141,7428.0,333.0,450.0,325.0,483190.0,28991.4,454198.6,2723.15,696,0.94,3506.15,0.4720180398492192,0.366606085083468,N
142,4338.0,356.0,381.0,267.0,366253.0,25637.71,340615.29,2499.31,589,0.9299999999999999,3236.31,0.7460373443983402,0.5761433840479484,N
143,4359.0,385.0,453.0,212.0,300132.0,69030.36,231101.64,974.33,835,0.77,1812.33,0.41576737783895384,0.22352144987382427,R-DTI
144,6162.0,314.0,451.0,425.0,397060.0,39706.0,357354.0,2622.14,562,0.9,3387.14,0.5496819214540734,0.425533917559234,N
145,5040.0,475.0,392.0,323.0,491660.0,137664.8,353995.2,2355.14,641,0.72,3222.14,0.6393134920634921,0.4672896825396825,N
146,2349.0,367.0,436.0,275.0,380825.0,41890.75,338934.25,2486.98,527,0.89,3289.98,1.40058748403576,1.058739889314602,N
147,8313.0,215.0,415.0,433.0,449788.0,44978.8,404809.2,1932.62,772,0.9,2562.62,0.30826657043185374,0.23248165523878261,R-LTV
148,5989.0,359.0,391.0,445.0,307494.0,79948.44,227545.56,1086.34,756,0.74,1836.34,0.3066188011354149,0.18138921355819,Y
149,9775.0,338.0,415.0,252.0,300999.0,66219.78,234779.22,1120.87,789,0.78,1873.87,0.1917002557544757,0.11466700767263426,Y
150,7521.0,367.0,450.0,400.0,315187.0,18911.22,296275.78,1590.47,730,0.9400000000000001,2407.4700000000003,0.320099720781811,0.21147054912910518,R-LTV
151,4757.0,238.0,477.0,304.0,360654.0,28852.32,331801.68,2434.64,565,0.9199999999999999,3149.64,0.6621063695606474,0.5118015556022704,N
152,3272.0,473.0,423.0,238.0,372878.0,33559.02,339318.98,1619.96,794,0.9099999999999999,2515.96,0.7689364303178484,0.49509779951100247,N
153,5906.0,377.0,427.0,402.0,298505.0,80596.35,217908.65,918.71,830,0.73,1722.71,0.29168811378259396,0.1555553674229597,Y
154,2251.0,351.0,487.0,256.0,466250.0,93250.0,373000.0,2481.58,625,0.8,3319.58,1.4747134606841403,1.1024344735673033,N
155,3978.0,465.0,351.0,339.0,366200.0,87888.0,278312.0,2042.15,514,0.76,2858.15,0.7184891905480141,0.513360985419809,N
156,5968.0,323.0,467.0,267.0,394534.0,82852.14,311681.86,2287.01,502,0.7899999999999999,3077.01,0.5155847855227882,0.38321213136729226,N
157,5368.0,431.0,383.0,395.0,249720.0,22474.8,227245.2,1511.87,616,0.91,2325.87,0.4332842771982116,0.2816449329359165,N
158,2180.0,413.0,421.0,339.0,357366.0,75046.86,282319.14,1878.28,649,0.79,2712.2799999999997,1.2441651376146787,0.8615963302752293,N
159,8346.0,477.0,407.0,311.0,473151.0,33120.57,440030.43,2100.77,790,0.9299999999999999,2984.77,0.35762880421758925,0.25170980110232444,R-LTV
160,3715.0,438.0,420.0,268.0,274791.0,19235.37,255555.63,1875.18,540,0.93,2733.1800000000003,0.7357146702557201,0.5047590847913863,N
161,8857.0,435.0,362.0,328.0,457372.0,59458.36,397913.64,2647.33,648,0.87,3444.33,0.3888822400361296,0.2988969176922208,N
162,6154.0,335.0,415.0,442.0,454299.0,122660.73,331638.27,2206.4,638,0.7300000000000001,2956.4,0.4804029899252519,0.35853103672408193,N
163,5635.0,350.0,426.0,437.0,426555.0,81045.45,345509.55,2535.23,572,0.8099999999999999,3311.23,0.5876184560780834,0.449907719609583,N
164,7348.0,474.0,396.0,404.0,258126.0,25812.6,232313.4,1545.59,633,0.9,2415.59,0.32874115405552534,0.21034158954817636,N
165,2758.0,306.0,432.0,411.0,332291.0,63135.29,269155.71,1284.99,755,0.81,2022.99,0.7334989122552574,0.46591370558375633,N
166,2793.0,278.0,390.0,313.0,414143.0,86970.03,327172.97,1961.57,665,0.7899999999999999,2629.5699999999997,0.941485857500895,0.7023165055495882,N
167,2690.0,243.0,445.0,438.0,289614.0,14480.7,275133.3,1830.47,622,0.95,2518.4700000000003,0.9362342007434945,0.6804721189591079,N
168,3985.0,342.0,388.0,418.0,433082.0,43308.2,389773.8,1860.84,772,0.9,2590.84,0.6501480552070263,0.46696110414052694,N
169,9257.0,413.0,456.0,402.0,359040.0,57446.4,301593.6,1271.53,814,0.84,2140.5299999999997,0.2312336610132872,0.13735875553635088,R-LTV
170,5229.0,289.0,398.0,350.0,303214.0,24257.12,278956.88,2046.89,598,0.92,2733.8900000000003,0.5228322815069804,0.39144960795563205,N
171,8275.0,300.0,390.0,446.0,346956.0,52043.4,294912.6,2163.96,543,0.85,2853.96,0.3448894259818731,0.2615057401812689,N
172,3988.0,220.0,360.0,215.0,252688.0,42956.96,209731.04,884.23,809,0.8300000000000001,1464.23,0.36715897693079236,0.22172266800401205,N
173,4161.0,348.0,422.0,318.0,346333.0,90046.58,256286.42,1880.54,566,0.74,2650.54,0.6369959144436433,0.451944244172074,N
174,9381.0,349.0,353.0,406.0,463171.0,69475.65,393695.35,2619.26,640,0.85,3321.26,0.3540411469992538,0.2792090395480226,R-LTV
175,9342.0,262.0,362.0,249.0,255349.0,61283.76,194065.24,1423.98,518,0.76,2047.98,0.2192228644829801,0.15242774566473988,N
176,8386.0,215.0,386.0,333.0,332049.0,23243.43,308805.57,2265.91,544,0.93,2866.91,0.3418685905079895,0.2702015263534462,N
177,9203.0,475.0,433.0,341.0,236893.0,42640.74,194252.26,1425.35,699,0.8200000000000001,2333.35,0.25354232315549274,0.15487884385526457,R-LTV
178,4669.0,488.0,481.0,317.0,292928.0,26363.52,266564.48,1598.19,667,0.9099999999999999,2567.19,0.5498372242450204,0.34229813664596276,N
179,7324.0,264.0,406.0,286.0,303051.0,75762.75,227288.25,1220.13,710,0.75,1890.13,0.2580734571272529,0.16659339158929548,Y
180,9875.0,403.0,353.0,247.0,462698.0,55523.76,407174.24,2708.94,628,0.88,3464.94,0.35088,0.27432303797468355,N
181,8661.0,366.0,428.0,241.0,347876.0,80011.48,267864.52,1605.98,688,0.77,2399.98,0.2771019512758342,0.1854266251010276,Y
182,5517.0,449.0,464.0,286.0,333717.0,63406.23,270310.77,1139.64,812,0.81,2052.6400000000003,0.37205727750589096,0.2065687873844481,N
183,2122.0,380.0,476.0,334.0,491976.0,49197.6,442778.4,3248.95,599,0.9,4104.95,1.9344721960414701,1.5310791705937794,N
184,5251.0,344.0,372.0,232.0,496118.0,143874.22,352243.78,1681.67,797,0.7100000000000001,2397.67,0.4566120738906875,0.32025709388687873,N
185,7955.0,223.0,484.0,400.0,303839.0,63806.19,240032.81,1596.94,612,0.79,2303.94,0.28962162162162164,0.20074670018856067,N
186,5760.0,200.0,436.0,269.0,350454.0,52568.1,297885.9,2185.78,593,0.8500000000000001,2821.78,0.4898923611111111,0.37947569444444446,N
187,6050.0,375.0,410.0,213.0,380961.0,102859.47,278101.53,2040.61,800,0.7300000000000001,2825.6099999999997,0.46704297520661153,0.3372909090909091,N
188,3022.0,210.0,482.0,391.0,382541.0,99460.66,283080.34,1193.48,801,0.7400000000000001,1885.48,0.6239179351422899,0.39493050959629383,N
189,2995.0,484.0,435.0,335.0,357027.0,92827.02,264199.98,1261.33,793,0.74,2180.33,0.7279899833055091,0.42114524207011683,N
190,3962.0,243.0,474.0,263.0,484659.0,106624.98,378034.02,2266.5,686,0.78,2983.5,0.7530287733467945,0.5720595658758203,N
